person_id,random_intercept
A001,-0.03616107453
A002,-0.0417107641488
A003,-0.0183215813835
A004,-0.0228555743143
A005,0.00811557422554
A006,-0.00402618555971
A007,-0.0478700338773
A008,-0.0408227681156
A009,-0.0110696738994
A010,-0.0632972806045
A011,-0.0184853808424
A012,-0.0333206515899
A013,0.0326648471655
A014,-0.0226069508159
A015,-0.0325675345396
A016,0.000936548545097
A017,-0.00637333164863
A018,-0.0360564822207
A019,-0.0183253533485
A020,-0.0105280969615
A021,0.00153266200498
A022,-0.0141796913849
A023,-0.0392861693217
A024,-0.0206572045419
A025,-0.0142026325367
A026,-0.0370334387855
A027,0.0277724664523
A028,0.00594972959681
A029,-0.0295675724589
A030,-0.0100473008833
A031,-0.0340190597621
A032,-0.0195698693778
A033,-0.0142241376809
A034,-0.00662862107668
A035,-0.0269393257158
A036,0.000945651952356
A037,-0.0304293947736
A038,0.000496412866231
A039,0.000636422667152
A040,0.010455863147
A041,-0.0446258689108
A042,-0.0363170264221
A043,0.00172022317124
A044,-0.027220233704
A045,-0.0219816579434
A046,0.0848781914542
A047,0.00509866546287
A048,-0.0208647141898
A049,0.0121822194146
A050,-0.00629385929579
A051,-0.00949518115865
A052,0.0526461703569
A053,-0.0331855934512
A054,-0.0189041488649
A055,-0.0157498040011
A056,-0.00447697471177
A057,0.0201830286608
A058,0.0533943605859
A059,0.00563077729051
A060,-0.0238565273804
A061,0.0107658840315
A062,0.0520339259261
A063,-0.00779982174072
A064,0.0318549318236
A065,-0.00118732310144
A066,-0.0153737012998
A067,-0.0253050948791
A068,0.0970907704529
A069,-1.19840426012e-05
A070,-0.00832926594278
A071,-0.0120738465474
A072,0.00467755396264
A073,-0.0239571017177
A074,-0.0279105976327
A075,-0.0138939975266
A076,0.0455340625307
A077,-0.0281337833443
A078,-0.0473069860897
A079,-0.0307188236208
A080,-0.0255884161126
A081,-0.00943897017243
A082,0.0152901891289
A083,-0.0510260513969
A084,-0.0136937485414
A085,-0.00915923711938
A086,-0.0217704511536
A087,-0.016269445471
A088,-0.0092230568939
A089,0.0214838635978
A090,0.00149765749518
A091,0.0287753395632
A092,-0.0282071443873
A093,-0.0192896258487
A094,0.0132714869764
A095,-0.0281647753026
A096,-0.0353078422026
A097,-0.0255054792707
A098,-0.0410334212094
A099,-0.0232850036284
A100,-0.03415265978
A101,-0.0254814519441
A102,-0.00664269065516
A103,-0.00363971444661
A104,-0.0205836164621
A105,-0.00786225837639
A106,-0.0268494847932
A107,-0.0218829562103
A108,-0.00746288572425
A109,-0.036349161505
A110,-0.0176844176121
A111,-0.0153982698524
A112,-0.00047222360462
A113,-0.0497796107872
A114,-0.0353065792289
A115,-0.0126045570765
A116,0.0186480662364
A117,-0.00695277791079
A118,-0.0131414127319
A119,-0.0251494427076
A120,-0.0010400394118
A121,-0.0381404641038
A122,0.00679463796393
A123,-0.0258067754738
A124,-0.0215778474335
A125,-0.0192668133998
A126,-0.0318794580034
A127,-0.015987259561
A128,-0.0210969384746
A129,-0.0116105542131
A130,-0.00488245883308
A131,-0.0321243144967
A132,-0.0343430966288
A133,0.00365182017229
A134,-0.0194910702805
A135,-0.00868968008886
A136,-0.0336570082191
A137,-0.0427375979067
A138,-0.0225067240816
A139,0.0327813582484
A140,-0.0294092144728
A141,0.00353118824788
A142,-0.00358572064411
A143,0.0175616997856
A144,-0.0073488293444
A145,0.00200333337068
A146,-0.0101709195139
A147,-0.0364262827752
A148,-0.0176087119332
A149,-0.0313730293023
A150,-0.021957328046
A151,0.0470417564928
A152,0.00185797281191
A153,-0.0303374826495
A154,0.00839694710144
A155,-0.0224766995236
A156,0.0126874097797
A157,-0.0028675882655
A158,-0.0311046463141
A159,-0.0292635891272
A160,-0.0502532944564
A161,-0.00757804953139
A162,0.0339217451603
A163,-0.0374071461602
A164,-0.0180027716109
A165,-0.034717385582
A166,-0.0113273751426
A167,0.0129406979378
A168,-0.0249062066777
A169,0.00663252056215
A170,0.0250089693932
A171,0.0353201837325
A172,0.0531736192856
A173,0.0303434438908
A174,0.0304930608523
A175,0.00439680840684
A176,0.0149157120649
A177,-0.00586175163465
A178,0.0217767588859
A179,0.00446533210399
A180,0.0288989169891
A181,0.0130796511849
A182,0.00571056284292
A183,0.0189086077009
A184,0.0148219998711
A185,0.0374673000621
A186,0.0196099526763
A187,0.0210152851357
A188,-0.005172046727
A189,0.0482004025479
A190,0.0149642613364
A191,-0.00192046006664
A192,0.0279436933207
A193,0.0311239582393
A194,-0.0108895630366
A195,0.0454890661255
A196,0.0119117858195
A197,0.0422949914587
A198,0.0217771624149
A199,0.0121565703662
A200,-0.0122349587372
A201,0.00608051522114
A202,0.0195508973069
A203,0.0404162594002
A204,-0.0122681510823
A205,0.043127272328
A206,0.0465621470531
A207,-0.00826112299803
A208,0.0255971816484
A209,-0.00337085685679
A210,0.0116111104101
A211,0.044231746279
A212,0.0380075694783
A213,0.00374244241836
A214,0.0148484322275
A215,-0.00337351940671
A216,0.0239386106504
A217,-0.00929956488819
A218,-0.025778877194
A219,0.0460801385908
A220,0.0567768422497
A221,0.0179504459457
A222,0.0284932551631
A223,0.019997018403
A224,0.041745768762
A225,0.028203420437
A226,0.0108488036244
A227,-0.0154298763191
A228,0.0353220598188
A229,0.00931386928392
A230,-0.0104644855829
A231,0.00533015521928
A232,0.0142123113589
A233,0.0436596165677
A234,2.48158909273e-06
A235,0.00704022916052
A236,0.0494542026325
A237,0.0412407476008
A238,0.0360667616173
A239,0.0397570391066
A240,0.0256086023129
A241,0.00954439476268
A242,0.0243052721072
A243,0.0404699880257
A244,0.0610281904518
A245,-0.0183891106258
A246,0.0236459915661
A247,0.0320327948993
A248,0.0103104002674
A249,-0.00919007026154
A250,0.0319996012527
A251,0.0119726722289
A252,0.0259849219128
A253,0.0416730646338
A254,0.0470921252895
A255,-0.00772354997122
A256,0.0374586592789
A257,0.0144465762976
A258,-0.00513296075719
A259,0.0497908255025
A260,0.0394772715595
A261,0.0102811210644
A262,0.0386488574766
A263,-0.000217298638492
A264,0.0216697546689
A265,0.0189289800142
A266,0.00966343212798
A267,0.0319769504652
