日期,时间段,计划充电量,实际充电量,计划放电量,实际放电量,充电截断量,放电截断量,计划时段末储电量,实际时段末储电量,实际减计划储电量,累计截断解释的储电偏差,偏差恒等式残差
2025-12-31,00:00-00:10,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,6750.0,6750.0,0.0,0.0,0.0
2025-12-31,00:10-00:20,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,7500.0,7500.0,0.0,0.0,0.0
2025-12-31,00:20-00:30,0.0,46.09999999999991,0.0,0.0,-46.09999999999991,0.0,7500.0,7541.49,41.48999999999978,41.48999999999992,-1.3500311979441904e-13
2025-12-31,00:30-00:40,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,8250.0,8291.49,41.48999999999978,41.48999999999992,-1.3500311979441904e-13
2025-12-31,00:40-00:50,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,9000.0,9041.49,41.48999999999978,41.48999999999992,-1.3500311979441904e-13
2025-12-31,00:50-01:00,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,9750.0,9791.49,41.48999999999978,41.48999999999992,-1.3500311979441904e-13
2025-12-31,01:00-01:10,0.0,20.858516666666674,0.0,0.0,-20.858516666666674,0.0,9750.0,9810.262665,60.2626650000002,60.26266499999993,2.7000623958883807e-13
2025-12-31,01:10-01:20,0.0,18.610616666666715,0.0,0.0,-18.610616666666715,0.0,9750.0,9827.01222,77.01222000000053,77.01221999999997,5.542233338928781e-13
2025-12-31,01:20-01:30,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,10500.0,10577.01222,77.01222000000053,77.01221999999997,5.542233338928781e-13
2025-12-31,01:30-01:40,0.0,0.0,0.0,6.9550833333332776,0.0,-6.9550833333332776,10500.0,10569.28434962963,69.28434962963001,69.28434962962966,3.552713678800501e-13
2025-12-31,01:40-01:50,0.0,0.0,0.0,16.993799999999965,0.0,-16.993799999999965,10500.0,10550.40234962963,50.40234962963041,50.4023496296297,7.105427357601002e-13
2025-12-31,01:50-02:00,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10550.40234962963,50.40234962963041,50.4023496296297,7.105427357601002e-13
2025-12-31,02:00-02:10,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10550.40234962963,50.40234962963041,50.4023496296297,7.105427357601002e-13
2025-12-31,02:10-02:20,0.0,0.0,0.0,7.052650000000085,0.0,-7.052650000000085,10500.0,10542.566071851852,42.56607185185203,42.566071851851824,2.0605739337042905e-13
2025-12-31,02:20-02:30,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10542.566071851852,42.56607185185203,42.566071851851824,2.0605739337042905e-13
2025-12-31,02:30-02:40,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10542.566071851852,42.56607185185203,42.566071851851824,2.0605739337042905e-13
2025-12-31,02:40-02:50,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10542.566071851852,42.56607185185203,42.566071851851824,2.0605739337042905e-13
2025-12-31,02:50-03:00,0.0,0.0,0.0,16.399999999999977,0.0,-16.399999999999977,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,03:00-03:10,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,03:10-03:20,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,03:20-03:30,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,03:30-03:40,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,03:40-03:50,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,03:50-04:00,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,04:00-04:10,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,04:10-04:20,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,04:20-04:30,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,04:30-04:40,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,04:40-04:50,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,04:50-05:00,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10524.34384962963,24.343849629629403,24.343849629629627,-2.2382096176443156e-13
2025-12-31,05:00-05:10,0.0,0.0,0.0,21.909464666666462,0.0,-21.909464666666462,10500.0,10500.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,05:10-05:20,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10500.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,05:20-05:30,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,10500.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,05:30-05:40,333.3333333333333,333.3333333333333,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,05:40-05:50,0.0,0.0,-0.0,0.0,0.0,-0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,05:50-06:00,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,06:00-06:10,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,06:10-06:20,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,06:20-06:30,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,06:30-06:40,0.0,0.0,0.0,-0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,06:40-06:50,0.0,0.0,0.0,-0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,06:50-07:00,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,07:00-07:10,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,07:10-07:20,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,07:20-07:30,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,07:30-07:40,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,07:40-07:50,0.0,0.0,-0.0,0.0,0.0,-0.0,10800.0,10800.0,0.0,2.2382096176443156e-13,-2.2382096176443156e-13
2025-12-31,07:50-08:00,0.0,0.0,833.3333333333333,811.7174999999999,0.0,21.6158333333334,9874.074074074075,9898.091666666667,24.017592592592337,24.017592592592887,-5.506706202140776e-13
2025-12-31,08:00-08:10,0.0,0.0,833.3333333333333,811.4494499999998,0.0,21.883883333333415,8948.14814814815,8996.481166666668,48.33301851851866,48.3330185185189,-2.4158453015843406e-13
2025-12-31,08:10-08:20,0.0,0.0,833.3333333333333,792.5029333333332,0.0,40.830400000000054,8022.2222222222235,8115.922351851854,93.70012962963028,93.70012962963007,2.1316282072803006e-13
2025-12-31,08:20-08:30,0.0,0.0,814.7504166666666,758.7054166666667,0.0,56.04499999999996,7116.943981481483,7272.916333333335,155.97235185185218,155.97235185185224,-5.684341886080802e-14
