日期,阶段,价格候选,最晚验证日期,验证天数,历史加权MAE,预测日均价,实际日均价,当日MAE,当日RMSE,预测最高价,实际最高价
2025-10-22,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-21,28,0.047891,0.762752,0.792951,0.045127,0.059127,1.347876,1.334800
2025-10-23,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-22,28,0.047725,0.764901,0.781336,0.039017,0.048520,1.343143,1.325400
2025-10-24,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-23,28,0.047180,0.574779,0.596358,0.052160,0.069547,1.000970,1.146300
2025-10-25,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-24,28,0.047580,0.588284,0.598509,0.047392,0.060711,1.038638,1.172000
2025-10-26,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-25,28,0.047543,0.774413,0.787331,0.044560,0.054447,1.386998,1.309400
2025-10-27,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-26,28,0.047255,0.777007,0.782896,0.039666,0.050855,1.378409,1.320900
2025-10-28,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-27,28,0.046673,0.781988,0.793067,0.040364,0.050891,1.370404,1.363000
2025-10-29,正式期,水平0.25-0.25-0.25-0.25×形态7天,2025-10-28,28,0.046089,0.766962,0.806957,0.050824,0.069212,1.339898,1.339900
2025-10-30,正式期,水平0.6-0.3-0.1×形态7天,2025-10-29,28,0.046386,0.779248,0.791960,0.034397,0.043260,1.351288,1.318800
2025-10-31,正式期,水平1×形态7天,2025-10-30,28,0.045461,0.596358,0.617733,0.043919,0.062052,1.026348,1.168900
2025-11-01,正式期,水平1×形态7天,2025-10-31,28,0.045103,0.598509,0.604603,0.042119,0.056376,1.035411,1.193000
2025-11-02,正式期,水平1×形态7天,2025-11-01,28,0.044868,0.787331,0.802244,0.042827,0.054968,1.381458,1.324800
2025-11-03,正式期,水平1×形态7天,2025-11-02,28,0.044637,0.782896,0.805471,0.048821,0.063576,1.356603,1.331400
2025-11-04,正式期,水平1×形态7天,2025-11-03,28,0.044922,0.793067,0.797583,0.037939,0.046324,1.362886,1.335000
2025-11-05,正式期,水平1×形态7天,2025-11-04,28,0.044304,0.806957,0.808956,0.039343,0.051909,1.380824,1.328000
2025-11-06,正式期,水平1×形态7天,2025-11-05,28,0.043974,0.791960,0.815067,0.046996,0.058300,1.344901,1.371800
2025-11-07,正式期,水平1×形态7天,2025-11-06,28,0.044305,0.617733,0.615534,0.056343,0.071459,1.040963,1.196300
2025-11-08,正式期,水平1×形态7天,2025-11-07,28,0.045034,0.604603,0.617341,0.043329,0.058807,1.039635,1.219700
2025-11-09,正式期,水平1×形态7天,2025-11-08,28,0.044881,0.802244,0.810317,0.048815,0.059429,1.406846,1.340300
2025-11-10,正式期,水平1×形态7天,2025-11-09,28,0.045131,0.805471,0.818973,0.052388,0.064346,1.395711,1.336700
2025-11-11,正式期,水平1×形态7天,2025-11-10,28,0.045743,0.797583,0.813859,0.038079,0.046521,1.365629,1.329600
2025-11-12,正式期,水平1×形态7天,2025-11-11,28,0.045153,0.808956,0.812395,0.034666,0.042892,1.369660,1.353700
2025-11-13,正式期,水平1×形态7天,2025-11-12,28,0.044348,0.815067,0.818536,0.036766,0.046498,1.370047,1.322200
2025-11-14,正式期,水平1×形态7天,2025-11-13,28,0.043716,0.615534,0.629078,0.042396,0.059171,1.027286,1.189900
2025-11-15,正式期,水平1×形态7天,2025-11-14,28,0.043441,0.617341,0.628768,0.044160,0.055354,1.048592,1.199500
2025-11-16,正式期,水平1×形态7天,2025-11-15,28,0.043485,0.810317,0.820580,0.042606,0.055120,1.398934,1.341600
2025-11-17,正式期,水平1×形态7天,2025-11-16,28,0.043305,0.818973,0.815855,0.039052,0.047833,1.402125,1.343700
2025-11-18,正式期,水平1×形态7天,2025-11-17,28,0.042895,0.813859,0.821912,0.048999,0.061727,1.384527,1.341900
2025-11-19,正式期,水平1×形态7天,2025-11-18,28,0.043261,0.812395,0.829014,0.037433,0.047039,1.360954,1.345300
2025-11-20,正式期,水平1×形态7天,2025-11-19,28,0.042805,0.818536,0.821179,0.036821,0.046096,1.355904,1.424400
2025-11-21,正式期,水平1×形态7天,2025-11-20,28,0.042392,0.629078,0.632634,0.045681,0.058265,1.032493,1.162600
2025-11-22,正式期,水平1×形态7天,2025-11-21,28,0.042598,0.628768,0.636675,0.043876,0.054770,1.041400,1.175300
2025-11-23,正式期,水平1×形态7天,2025-11-22,28,0.042634,0.820580,0.826494,0.041137,0.053558,1.371564,1.346000
2025-11-24,正式期,水平1×形态7天,2025-11-23,28,0.042493,0.815855,0.821051,0.030244,0.038745,1.356327,1.347500
2025-11-25,正式期,水平1×形态7天,2025-11-24,28,0.041535,0.821913,0.824124,0.038838,0.048888,1.358766,1.338300
2025-11-26,正式期,水平1×形态7天,2025-11-25,28,0.041323,0.829014,0.829934,0.042921,0.051828,1.363366,1.367700
2025-11-27,正式期,水平1×形态7天,2025-11-26,28,0.041400,0.821179,0.828564,0.038274,0.047490,1.341869,1.384100
2025-11-28,正式期,水平1×形态7天,2025-11-27,28,0.041229,0.632634,0.634024,0.043383,0.060080,1.027192,1.184000
2025-11-29,正式期,水平1×形态7天,2025-11-28,28,0.041372,0.636675,0.650438,0.040772,0.051669,1.051499,1.173400
2025-11-30,正式期,水平1×形态7天,2025-11-29,28,0.041316,0.826494,0.839599,0.047790,0.059032,1.381770,1.388600
2025-12-01,正式期,水平1×形态7天,2025-11-30,28,0.041816,0.821051,0.907606,0.094600,0.125282,1.361919,1.587300
2025-12-02,正式期,水平1×形态7天,2025-12-01,28,0.045948,0.824124,0.915314,0.094637,0.125876,1.376906,1.584000
2025-12-03,正式期,水平1×形态7天,2025-12-02,28,0.049917,0.829934,0.912033,0.087770,0.111634,1.393220,1.584000
2025-12-04,正式期,水平1×形态7天,2025-12-03,28,0.053049,0.828564,0.905085,0.081216,0.107775,1.397325,1.583600
2025-12-05,正式期,水平1×形态7天,2025-12-04,28,0.055360,0.634024,0.717177,0.094773,0.131753,1.074582,1.410600
2025-12-06,正式期,水平1×形态7天,2025-12-05,28,0.058491,0.650438,0.727197,0.083747,0.117146,1.125954,1.405300
2025-12-07,正式期,水平1×形态7天,2025-12-06,28,0.060669,0.839599,0.910108,0.076686,0.094545,1.475918,1.617400
2025-12-08,正式期,水平1×形态7天,2025-12-07,28,0.062074,0.907606,0.908515,0.039529,0.050685,1.597793,1.669800
2025-12-09,正式期,水平1×形态7天,2025-12-08,28,0.060381,0.915314,0.905777,0.036498,0.045120,1.620806,1.540400
2025-12-10,正式期,水平1×形态7天,2025-12-09,28,0.058717,0.912033,0.916159,0.038002,0.049725,1.604927,1.614300
2025-12-11,正式期,水平1×形态7天,2025-12-10,28,0.057325,0.905085,0.897634,0.030895,0.040369,1.592979,1.583500
2025-12-12,正式期,水平1×形态7天,2025-12-11,28,0.055440,0.717177,0.723780,0.048075,0.065417,1.262641,1.456000
2025-12-13,正式期,水平1×形态7天,2025-12-12,28,0.054993,0.727197,0.729697,0.047126,0.059953,1.304588,1.416600
2025-12-14,正式期,水平1×形态7天,2025-12-13,28,0.054483,0.910108,0.920738,0.038371,0.049337,1.649024,1.568700
2025-12-15,正式期,水平1×形态7天,2025-12-14,28,0.053327,0.908515,0.914440,0.039522,0.050973,1.633057,1.555800
2025-12-16,正式期,水平1×形态7天,2025-12-15,28,0.052380,0.905777,0.910914,0.028980,0.036662,1.611216,1.551200
2025-12-17,正式期,水平1×形态7天,2025-12-16,28,0.050551,0.916159,0.908810,0.032741,0.040792,1.618484,1.563400
2025-12-18,正式期,水平1×形态7天,2025-12-17,28,0.049272,0.897634,0.909478,0.032793,0.041509,1.580222,1.569900
2025-12-19,正式期,水平1×形态7天,2025-12-18,28,0.048093,0.723780,0.725094,0.051480,0.065781,1.270861,1.394000
2025-12-20,正式期,水平1×形态7天,2025-12-19,28,0.048389,0.729697,0.718971,0.046569,0.059719,1.295816,1.384100
2025-12-21,正式期,水平1×形态7天,2025-12-20,28,0.048293,0.920737,0.910076,0.037526,0.048937,1.651239,1.565900
2025-12-22,正式期,水平1×形态7天,2025-12-21,28,0.047511,0.914440,0.919285,0.032477,0.041535,1.630513,1.587600
2025-12-23,正式期,水平1×形态7天,2025-12-22,28,0.046499,0.910914,0.912689,0.030971,0.038549,1.612347,1.583600
2025-12-24,正式期,水平1×形态7天,2025-12-23,28,0.045344,0.908810,0.908265,0.030393,0.037266,1.604395,1.547000
2025-12-25,正式期,水平1×形态7天,2025-12-24,28,0.044178,0.909478,0.910252,0.032716,0.043013,1.598052,1.625200
2025-12-26,正式期,水平1×形态7天,2025-12-25,28,0.043328,0.725094,0.723775,0.048654,0.065835,1.276805,1.443400
2025-12-27,正式期,水平1×形态7天,2025-12-26,28,0.043752,0.718971,0.721228,0.047046,0.059235,1.288359,1.407600
2025-12-28,正式期,水平1×形态7天,2025-12-27,28,0.044047,0.910076,0.905892,0.035409,0.045657,1.650161,1.565100
2025-12-29,正式期,水平1×形态7天,2025-12-28,28,0.043318,0.919285,0.906531,0.037238,0.047871,1.654867,1.539600
2025-12-30,正式期,水平1×形态7天,2025-12-29,28,0.042280,0.912689,0.900458,0.032581,0.040418,1.630620,1.555400
2025-12-31,正式期,水平1×形态7天,2025-12-30,28,0.040941,0.908265,0.910244,0.034457,0.041668,1.615551,1.563200
